IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
B5ZYM1VVH5JZ,60,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,26/9/2018/,26/9/2018/,M,,ZAPOSLEN,OSOBA S POSEBNIM OVLAŠTENJIMA,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,STAN,3.0,,N,Y,DA
6X7W5LOLR3S9,34,GORNJI VINJANI,21260,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,300,27/9/2018/,27/9/2018/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,GORNJI VINJANI,21260,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,KOD RODITELJA,>5,,4.0,2.0,N,Y,DA
H7DCI3D7OSGZ,55,DRAGLJANE,21270,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,14/6/2011/,14/6/2011/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,DRAGLJANE,21270,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - MALO,VLASTITI STAN/KUĆA,>5,KUĆA,1.0,,N,N,DA
NZWBK5PQBSWH,63,SOLIN,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,259,10/1/2019/,10/1/2019/,M,,UMIROVLJENIK,OSTALO,VSS,60015,HR,SOLIN,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,1.0,1.0,N,N,DA
29QIBHOTDDB5,77,MARČAN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,14/10/1999/,14/10/1999/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,MARČAN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
5826XZYUW38P,71,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,14/2/2000/,14/2/2000/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,6.0,HPB,N,Y,,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
QDB3WPRJH4UU,19,DRENOVCI,32250,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,24/2/2023/,24/2/2023/,F,,NEZAPOSLEN,OSTALO,,60015,HR,DRENOVCI,32250,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,5.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
L1025R4T8YIH,48,DUBOŠEVICA,31300,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,237,5/3/2013/,5/3/2013/,F,,NEZAPOSLEN,OSTALO,SSS,60015,HR,DUBOŠEVICA,31300,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,<1,5-10,OSTALI ZAPOSLENICI,,OSTALO,KOD SUPRUŽNIKA/PARTNERA,<3,,2.0,,N,Y,NE
4OL8W57SN2L8,24,SESVETE,10360,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,229,11/3/2013/,11/3/2013/,F,,STUDENT                         ,OSTALO,,60015,HR,SESVETE,10360,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,HONORARAC,KOD RODITELJA,>5,,,,N,N,NE
6FCUH6ZQA282,41,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,10/3/2022/,10/3/2022/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,2.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,Državno/Lokalno poduzeće,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,<3,STAN,4.0,1.0,N,Y,DA
R3O52Q7V2WCT,68,KUPRES,80320,,BOSNA I HERCEGOVINA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,273,24/3/2022/,24/3/2022/,M,,UMIROVLJENIK,OSTALO,,60023,HR,SOLIN,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,N,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,1.0,,N,N,NE
UYC47G3SHCWN,27,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,31/3/2022/,31/3/2022/,F,,NEZAPOSLEN,OSTALO,,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
X4JJ1QKVR9EY,76,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,11/2/2013/,11/2/2013/,F,,UMIROVLJENIK,OSTALO,,60015,HR,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
VEOPZY11DPZP,72,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,253,24/4/2023/,24/4/2023/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,5.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,>5,STAN,3.0,,N,Y,DA
M2IRF5QO77O4,26,BRIJEST,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,236,26/5/2022/,26/5/2022/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,BRIJEST,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,d.d. privatno,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
HSRT5QRQD1U7,19,OTOK,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,232,20/6/2022/,22/11/2024/,F,,HONORARAC,ZAPOSLENIK,,60015,HR,OTOK,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,HONORARAC,,,,,,N,,NE
F4TU2VCK62AH,62,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,25/6/2022/,25/6/2022/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,,,,,,N,,NE
VBKYG32D6FJ5,53,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,227,6/7/2022/,6/7/2022/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
PTRQQTW17BMI,61,TENJA,31200,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,3/10/2022/,3/10/2022/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,TENJA,31200,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
038DAZLD3BSM,64,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,239,6/4/1999/,6/4/1999/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,Y,NE
UU3JGDD4XKLT,44,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,226,4/1/2022/,4/1/2022/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,4.0,HPB,N,Y,3-7,>10,TRGOVCI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,3-5,STAN,3.0,2.0,N,N,DA
P9MEEXZWETCR,46,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,254,13/12/2017/,13/12/2017/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,>5,STAN,4.0,2.0,N,Y,DA
3NQ9RBSJNVA7,69,SRAČINEC,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,1/3/2017/,1/3/2017/,M,,UMIROVLJENIK,OSTALO,SSS,60015,HR,SRAČINEC,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
6965W8BQDVSO,52,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,10/4/2015/,24/4/2025/,M,,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
XK9H54DXHTT7,70,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,220,3/10/2024/,3/10/2024/,M,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
P5NLGW0VJSJB,72,IVANIĆ GRAD,10310,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,218,26/5/1998/,26/5/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,IVANIĆ GRAD,10310,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,,,N,,DA
5AMRO4F08ZRW,68,POJATNO,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,12/7/2010/,9/11/2023/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,POJATNO,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
G6G5O4FVFTQC,77,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,6/8/1996/,31/1/2020/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
5BLWNBZ3VW9T,61,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,22/7/1996/,4/4/2024/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,KOD SUPRUŽNIKA/PARTNERA,>5,,2.0,,N,Y,DA
9TXQTL45C3Q4,65,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,24/1/1996/,24/1/1996/,F,EMPLOYED,UMIROVLJENIK,OSTALO,NSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,OSTALI ZAPOSLENICI,,OSTALO,KOD SUPRUŽNIKA/PARTNERA,>5,,2.0,,N,Y,DA
1FRYMANBL8NC,78,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,18/2/2015/,18/2/2015/,M,,UMIROVLJENIK,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
GF33W1QPZDVI,62,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,25/7/2014/,25/7/2014/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,4.0,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,DA
PJ1RXGH6QDU9,32,STANČIĆ,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,271,25/7/2022/,25/7/2022/,F,,ZAPOSLEN,ZAPOSLENIK,VŠS,60015,HR,SVETI IVAN ZELINA,10380,ZAGREBAČKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,KOD RODITELJA,>5,,1.0,,N,N,DA
MNEG5X6P81UQ,49,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,13/11/2023/,13/11/2023/,F,,ZAPOSLEN,SREDNJA RAZINA RUKOVOĐENJA,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
MUVCHLNQYSPJ,64,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,8/12/2005/,8/12/2005/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
R5HCLIM22HK1,75,GORNJI KUĆAN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,9/9/2007/,9/9/2007/,F,,UMIROVLJENIK,OSTALO,,60015,HR,GORNJI KUĆAN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
YWF8FP8CEW3F,80,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,9/7/2007/,9/7/2007/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,,,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
25XP5KTDTVTQ,82,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,214,28/7/1998/,28/7/1998/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,VLASTITI STAN/KUĆA,>5,,1.0,1.0,N,N,DA
GSSBIERKRAKW,56,VUKOVINA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,18/2/2008/,18/2/2008/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,VŠS,60015,HR,VUKOVINA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,1-3,1-5,OSTALI ZAPOSLENICI,,PRIVATNO PODUZEĆE - SREDNJE,VLASTITI STAN/KUĆA,>5,,4.0,3.0,N,Y,DA
BV3COTYUAE1R,77,STRMEC,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,213,12/10/2006/,12/10/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,STRMEC,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,,,,,OSTALO,,,,1.0,1.0,N,,DA
3FGVDDSEO8JX,80,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,220,7/5/2002/,7/5/2002/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,2.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,,,N,,DA
40X57OBE002U,66,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,253,18/5/2001/,18/5/2001/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,>7,>10,,,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,,NE
ER73AUHJ797W,73,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,21/8/2001/,21/8/2001/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,<3,,,,N,,DA
SJZFJ4UFV0IV,89,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,6,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HA8BF3LH7OZO,56,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,20/3/2019/,20/3/2019/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,>7,>10,TRGOVCI,d.o.o. privatno,PRIVATNO PODUZEĆE - SREDNJE,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,Y,DA
8AYWHRUWJWKQ,60,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,27/3/1997/,27/3/1997/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
S6TW0KQV2GFQ,36,SUHAČ,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,232,26/9/2020/,26/9/2020/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,SUHAČ,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,"Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,<3,KUĆA,3.0,1.0,N,Y,DA
Y31EX6L0TYB1,28,DUBROVNIK,20000,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,230,24/3/2025/,24/3/2025/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,DUBROVNIK,20000,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
VPBFW2MAH28G,53,ZAPREŠIĆ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,10/10/2023/,10/10/2023/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAPREŠIĆ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
OBD94FE7D0BF,53,STANKOVCI,23420,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,19/1/2007/,19/1/2007/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,STANKOVCI,23420,ZADARSKA ŽUPANIJA,HRVATSKA,5.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,KOD RODITELJA,>5,,3.0,,N,N,DA
XFWDUWROW5CX,75,OPATIJA,51410,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,256,15/8/1993/,15/8/1993/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,OPATIJA,51410,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,STAN,1.0,,N,N,DA
NC6JJO6NEFO2,88,SVETA NEDELJA,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,213,13/2/1994/,13/2/1994/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,SVETA NEDELJA,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,1.0,,N,N,DA
MZ86YNGT48TR,30,BUKOVLJE,35200,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,25/2/2010/,19/10/2021/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,BUKOVLJE,35200,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,7.0,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
ZEYD8LDBNJTO,45,TROGIR,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,244,20/3/2025/,20/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,TROGIR,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
3KURFZHKF5KS,42,ŠIROKI BRIJEG,88220,,BOSNA I HERCEGOVINA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,205,14/10/2005/,14/10/2005/,M,EMPLOYED,ZAPOSLEN,VLASNIK,,60023,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,N,<1,5-10,,,PRIVATNO PODUZEĆE - MALO,VLASTITI STAN/KUĆA,>5,KUĆA,6.0,4.0,N,Y,NE
